Timestamp,Resistance (Ohms),Force (g)
1686690128.555413,620.5128205128206,4523.242460027194
1686690128.556139,620.5128205128206,4523.242460027194
1686690128.5564501,620.5128205128206,4523.242460027194
1686690128.556677,613.2992327365728,4584.703949391473
1686690128.55692,620.5128205128206,4523.242460027194
1686690128.557332,613.2992327365728,4584.703949391473
1686690128.5576189,613.2992327365728,4584.703949391473
1686690128.557873,613.2992327365728,4584.703949391473
1686690128.558332,613.2992327365728,4584.703949391473
1686690128.5585952,613.2992327365728,4584.703949391473
1686690128.558768,613.2992327365728,4584.703949391473
1686690128.558978,613.2992327365728,4584.703949391473
1686690128.5591428,613.2992327365728,4584.703949391473
1686690128.5593002,613.2992327365728,4584.703949391473
1686690128.559458,613.2992327365728,4584.703949391473
1686690128.559602,606.1224489795919,4647.416968884245
1686690128.5597508,613.2992327365728,4584.703949391473
1686690128.559891,613.2992327365728,4584.703949391473
1686690128.560027,613.2992327365728,4584.703949391473
1686690128.56015,613.2992327365728,4584.703949391473
1686690128.560512,613.2992327365728,4584.703949391473
1686690128.560718,606.1224489795919,4647.416968884245
1686690128.560859,620.5128205128206,4523.242460027194
1686690128.561005,606.1224489795919,4647.416968884245
1686690128.561141,606.1224489795919,4647.416968884245
1686690128.561269,613.2992327365728,4584.703949391473
1686690128.561433,606.1224489795919,4647.416968884245
1686690128.561576,613.2992327365728,4584.703949391473
1686690128.561715,620.5128205128206,4523.242460027194
1686690128.561845,613.2992327365728,4584.703949391473
1686690128.5619688,606.1224489795919,4647.416968884245
1686690128.562093,613.2992327365728,4584.703949391473
1686690128.562242,613.2992327365728,4584.703949391473
1686690128.562378,606.1224489795919,4647.416968884245
1686690128.5625138,606.1224489795919,4647.416968884245
1686690128.562645,606.1224489795919,4647.416968884245
1686690128.562769,613.2992327365728,4584.703949391473
1686690128.562927,627.7634961439587,4462.996761477513
1686690128.563062,620.5128205128206,4523.242460027194
1686690128.56319,620.5128205128206,4523.242460027194
1686690128.563313,613.2992327365728,4584.703949391473
1686690128.5634382,613.2992327365728,4584.703949391473
1686690128.563589,598.9821882951653,4711.4186507021805
1686690128.563725,627.7634961439587,4462.996761477513
1686690128.563864,613.2992327365728,4584.703949391473
1686690128.564001,598.9821882951653,4711.4186507021805
1686690128.5641332,606.1224489795919,4647.416968884245
1686690128.564269,598.9821882951653,4711.4186507021805
1686690128.564408,598.9821882951653,4711.4186507021805
1686690128.564544,606.1224489795919,4647.416968884245
1686690128.564668,613.2992327365728,4584.703949391473
1686690128.5648131,613.2992327365728,4584.703949391473
1686690128.564951,606.1224489795919,4647.416968884245
1686690128.565071,606.1224489795919,4647.416968884245
1686690128.565195,613.2992327365728,4584.703949391473
1686690128.565314,613.2992327365728,4584.703949391473
1686690128.565438,613.2992327365728,4584.703949391473
1686690128.565556,620.5128205128206,4523.242460027194
1686690128.565683,606.1224489795919,4647.416968884245
1686690128.5658062,613.2992327365728,4584.703949391473
1686690128.56595,613.2992327365728,4584.703949391473
1686690128.566085,635.0515463917527,4403.932443140177
1686690128.5662029,613.2992327365728,4584.703949391473
1686690128.566325,620.5128205128206,4523.242460027194
1686690128.566454,613.2992327365728,4584.703949391473
1686690128.5665889,613.2992327365728,4584.703949391473
1686690128.566726,613.2992327365728,4584.703949391473
1686690128.5668569,613.2992327365728,4584.703949391473
1686690128.566986,627.7634961439587,4462.996761477513
1686690128.5671182,613.2992327365728,4584.703949391473
1686690128.567274,620.5128205128206,4523.242460027194
1686690128.567422,613.2992327365728,4584.703949391473
1686690128.567571,613.2992327365728,4584.703949391473
1686690128.567961,613.2992327365728,4584.703949391473
1686690128.568278,613.2992327365728,4584.703949391473
1686690128.568456,606.1224489795919,4647.416968884245
1686690128.568613,606.1224489795919,4647.416968884245
1686690128.568782,613.2992327365728,4584.703949391473
1686690128.568919,613.2992327365728,4584.703949391473
1686690128.569046,613.2992327365728,4584.703949391473
1686690128.5691662,606.1224489795919,4647.416968884245
1686690128.569298,606.1224489795919,4647.416968884245
1686690128.569416,606.1224489795919,4647.416968884245
1686690128.573212,613.2992327365728,4584.703949391473
1686690128.577465,606.1224489795919,4647.416968884245
1686690128.5853791,606.1224489795919,4647.416968884245
1686690128.589539,598.9821882951653,4711.4186507021805
1686690128.598181,606.1224489795919,4647.416968884245
1686690128.602459,598.9821882951653,4711.4186507021805
