Timestamp,Resistance (Ohms),Force (g)
1686168060.39589,2014.5593869731804,1161.8684597894587
1686168060.396686,2014.5593869731804,1161.8684597894587
1686168060.3969631,2014.5593869731804,1161.8684597894587
1686168060.397515,2014.5593869731804,1161.8684597894587
1686168060.3977568,2014.5593869731804,1161.8684597894587
1686168060.397888,2014.5593869731804,1161.8684597894587
1686168060.398014,2014.5593869731804,1161.8684597894587
1686168060.39819,2014.5593869731804,1161.8684597894587
1686168060.3985012,2014.5593869731804,1161.8684597894587
1686168060.398633,2014.5593869731804,1161.8684597894587
1686168060.398753,2014.5593869731804,1161.8684597894587
1686168060.398887,2014.5593869731804,1161.8684597894587
1686168060.398999,2014.5593869731804,1161.8684597894587
1686168060.3991082,2014.5593869731804,1161.8684597894587
1686168060.399217,2014.5593869731804,1161.8684597894587
1686168060.399323,2014.5593869731804,1161.8684597894587
1686168060.399429,2014.5593869731804,1161.8684597894587
1686168060.3995352,2014.5593869731804,1161.8684597894587
1686168060.3996391,2014.5593869731804,1161.8684597894587
1686168060.399746,2014.5593869731804,1161.8684597894587
1686168060.3998542,2014.5593869731804,1161.8684597894587
1686168060.399959,2014.5593869731804,1161.8684597894587
1686168060.400067,2014.5593869731804,1161.8684597894587
1686168060.400172,2014.5593869731804,1161.8684597894587
1686168060.400278,2014.5593869731804,1161.8684597894587
1686168060.400383,2014.5593869731804,1161.8684597894587
1686168060.4006011,2014.5593869731804,1161.8684597894587
1686168060.4007602,2014.5593869731804,1161.8684597894587
1686168060.400883,2014.5593869731804,1161.8684597894587
1686168060.401,2014.5593869731804,1161.8684597894587
1686168060.4011111,2014.5593869731804,1161.8684597894587
1686168060.4012191,2014.5593869731804,1161.8684597894587
1686168060.4013288,2014.5593869731804,1161.8684597894587
1686168060.4014342,2014.5593869731804,1161.8684597894587
1686168060.4015412,2014.5593869731804,1161.8684597894587
1686168060.40165,2014.5593869731804,1161.8684597894587
1686168060.401757,2014.5593869731804,1161.8684597894587
1686168060.401862,2014.5593869731804,1161.8684597894587
1686168060.4019682,2014.5593869731804,1161.8684597894587
1686168060.402074,2014.5593869731804,1161.8684597894587
1686168060.4021802,2014.5593869731804,1161.8684597894587
1686168060.402292,2014.5593869731804,1161.8684597894587
1686168060.402397,2014.5593869731804,1161.8684597894587
1686168060.402503,2014.5593869731804,1161.8684597894587
1686168060.4026089,2014.5593869731804,1161.8684597894587
1686168060.4027169,2014.5593869731804,1161.8684597894587
1686168060.402826,2014.5593869731804,1161.8684597894587
1686168060.4029288,2014.5593869731804,1161.8684597894587
1686168060.403033,2014.5593869731804,1161.8684597894587
1686168060.403136,2014.5593869731804,1161.8684597894587
1686168060.406889,2014.5593869731804,1161.8684597894587
1686168060.419086,2014.5593869731804,1161.8684597894587
1686168060.4272552,2014.5593869731804,1161.8684597894587
1686168060.4396238,2014.5593869731804,1161.8684597894587
1686168060.447777,2014.5593869731804,1161.8684597894587
1686168060.4600031,2014.5593869731804,1161.8684597894587
1686168060.468205,2014.5593869731804,1161.8684597894587
1686168060.480531,2014.5593869731804,1161.8684597894587
1686168060.4887009,2014.5593869731804,1161.8684597894587
1686168060.50101,2014.5593869731804,1161.8684597894587
1686168060.509282,2014.5593869731804,1161.8684597894587
1686168060.522527,2014.5593869731804,1161.8684597894587
